StockCode,AssessmentYear,AdviceDOI,AdviceViewlink,AdviceStatus,AdviceReleasedDate,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValue,AdviceValueUpperRange,AdviceValueLowerRange,WantedCatch,WantedCatchUpperRange,WantedCatchLowerRange,AdviceValueUnit,AdviceSentence,AdviceBasis,AdviceType,AdviceRequester,StockCategory,TAFlink,SIDlink,ManagementPlanlink,ManagementPlanOwnership,MPevaluationLink,AdviceKey,AssessmentKey
sbr.27.10,2020,https://doi.org/10.17895/ices.advice.5845,https://asd.ices.dk/viewAdvice/2693,Advice,10/06/2020,01/01/2021,31/12/2021,610,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2021 should be no more than 610 tonnes.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2020 is attached as Annex 1.,PA,Catches,EC~NEAFC,3.2,,,,,,2693,13713
sbr.27.6-8,2020,https://doi.org/10.17895/ices.advice.5805,https://asd.ices.dk/viewAdvice/2694,Advice,10/06/2020,01/01/2021,31/12/2022,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catch in each of the years 2021 and 2022.   Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Catches,,6.3,,,,,,2694,13405
sbr.27.9,2020,https://doi.org/10.17895/ices.advice.5806,https://asd.ices.dk/viewAdvice/2695,Advice,10/06/2020,01/01/2021,31/12/2022,119,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 119 tonnes in each of the years 2021 and 2022. All catches are assumed to be landed.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Catches,,3.2,,,,,,2695,13714
tsu.27.nea,2020,https://doi.org/10.17895/ices.advice.5766,https://asd.ices.dk/viewAdvice/2696,Advice,10/06/2020,01/01/2021,31/12/2025,NA,,,,,,t,ICES advises that when the precautionary approach is applied; there should be no directed fisheries for roughsnout grenadier and bycatch should be minimized for each of the years 2021 to 2025.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2016 to 2020 is attached as Annex 1,PA,Catches,,6,,,,,,2696,13504
usk.27.6b,2020,https://doi.org/10.17895/ices.advice.5808,https://asd.ices.dk/viewAdvice/2697,Advice,10/06/2020,01/01/2021,31/12/2022,280,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 280 tonnes in each of the years 2021 and 2022.  Note: This advice sheet is abbreviated due to the Covid-19 disruption. The previous advice issued for 2019 and 2020 is attached as Annex 1.,PA,Catches,,5,,,,,,2697,13456
whb.27.1-91214,2020,https://doi.org/10.17895/ices.advice.5881,https://asd.ices.dk/viewAdvice/2698,Advice,30/09/2020,01/01/2021,31/12/2021,929292,,,,,,t,ICES advises that when the long-term management strategy agreed by the European Union; the Faroe Islands; Iceland; and Norway is applied; catches in 2021 should be no more than 929 292 tonnes.,MSY,Catches,EC,1,,,https://d3b1dqw2kzexi.cloudfront.net/media/8742/agreed-record-blue-whiting-2017.pdf,European Union -  the Faroe Islands -  Iceland and Norway,http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2016/WKBWMS/WKBWMS%20report%202016.pdf,2698,13880
aru.27.123a4,2019,https://doi.org/10.17895/ices.advice.4808,https://asd.ices.dk/viewAdvice/2699,Advice,11/06/2019,01/01/2020,31/12/2021,10270,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 10 270 tonnes in each of the years 2020 and 2021. Discarding is known to take place; but is negligible.,PA,Catches,,3.2,,,,,,2699,12619
aru.27.6b7-1012,2019,https://doi.org/10.17895/ices.advice.4811,https://asd.ices.dk/viewAdvice/2701,Advice,11/06/2019,01/01/2020,31/12/2021,193,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 193 tonnes in each of the years 2020 and 2021.,PA,Catches,,3.2,,,,,,2701,12965
bli.27.nea,2019,https://doi.org/10.17895/ices.advice.4813,https://asd.ices.dk/viewAdvice/2702,Advice,11/06/2019,01/01/2020,31/12/2023,0,,,,,,t,ICES advises that when the precautionary approach is applied; there should be zero catches in each of the years from 2020 to 2023. Closed areas to protect spawning should be maintained.,PA,Catches,,5.3,,,,,,2702,12896
gur.27.3-8,2019,https://doi.org/10.17895/ices.advice.4881,https://asd.ices.dk/viewAdvice/2703,Advice,01/10/2019,01/01/2020,31/12/2021,2894,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 2894 tonnes in each of the years 2020 and 2021. ICES cannot quantify the corresponding catches.,PA,Landings,,6,,,,,,2703,13132
her.27.1-24a514a,2019,https://doi.org/10.17895/ices.advice.4882,https://asd.ices.dk/viewAdvice/2704,Advice,01/10/2019,01/01/2020,31/12/2020,525594,,,,,,t,ICES advises that when the long-term management strategy agreed by the European Union; the Faroe Islands; Iceland; Norway; and the Russian Federation is applied; catches in 2020 should be no more than 525 594 tonnes.,MP,Catches,EC,1,,,See Annex 1: https://www.pelagic-ac.org/media/pdf/2019%20CS%20agreement%20on%20ASH%20TAC%20and%20LTM%20plan.pdf,EU -  Faroe Islands -  Iceland -  Norway -  and Russia,,2704,13087
hom.27.2a4a5b6a7a-ce-k8,2019,https://doi.org/10.17895/ices.advice.4883,https://asd.ices.dk/viewAdvice/2705,Advice,01/10/2019,01/01/2020,31/12/2020,83954,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2020 should be no more than 83 954 tonnes.,MSY,Catches,EC,1,,,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/Special requests/9.3.3.4 EC request to ICES on Western Horse Mackerel MP.pdf,Pelagic RAC,,2705,13097
lin.27.1-2,2019,https://doi.org/10.17895/ices.advice.4814,https://asd.ices.dk/viewAdvice/2706,Advice,11/06/2019,01/01/2020,31/12/2021,15593,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 15 593 tonnes in each of the years 2020 and 2021. All catches are assumed to be landed.,PA,Catches,,3.2,,,,,,2706,12907
lin.27.3a4a6-91214,2019,https://doi.org/10.17895/ices.advice.4815,https://asd.ices.dk/viewAdvice/2707,Advice,11/06/2019,01/01/2020,31/12/2021,18516,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 18 516 tonnes in each of the years 2020 and 2021.,PA,Catches,,3.2,,,,,,2707,12911
mac.27.nea,2019,https://doi.org/10.17895/ices.advice.4885,https://asd.ices.dk/viewAdvice/2708,Advice,01/10/2019,01/01/2020,31/12/2020,922064,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2020 should be no more than 922 064 tonnes.,MSY,Catches,EC,1,,,http://www.ices.dk/community/groups/Documents/EU-Nor-Faroe%20Agreed%20Record%20for%20Mackerel%20Oct%202017.pdf,European Union -  the Faroe Islands -   Norway,http://ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/eu-fo-no.2017.19.pdf,2708,13094
rng.27.1245a8914ab,2019,NA - The advice link for key 12718 was not found!,https://asd.ices.dk/viewAdvice/2709,Advice,11/06/2019,01/01/2020,31/12/2023,131,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 131 tonnes in each of the years from 2020 to 2023. ICES cannot quantify the corresponding catches.,PA,Landings,,6.2,,,,,,2709,12718
rng.27.5a10b12ac14b,2019,NA - The advice link for key 12629 was not found!,https://asd.ices.dk/viewAdvice/2710,Advice,11/06/2019,01/01/2020,31/12/2023,574,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 574 tonnes in each of the years 2020 to 2023. ICES cannot quantify the corresponding catches.,PA,Landings,,5.2,,,,,,2710,12629
usk.27.1-2,2019,https://doi.org/10.17895/ices.advice.4821,https://asd.ices.dk/viewAdvice/2711,Advice,11/06/2019,01/01/2020,31/12/2021,11077,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 11 077 tonnes in each of the years 2020 and 2021. All catches are assumed to be landed.,PA,Catches,,3.2,,,,,,2711,12740
usk.27.12ac,2019,https://doi.org/10.17895/ices.advice.4822,https://asd.ices.dk/viewAdvice/2712,Advice,11/06/2019,01/01/2020,31/12/2024,0,,,,,,t,"ICES advises that when the precautionary approach is applied; there should be zero catches in each of the years from 2020 to 2024. ",PA,Catches,,6.3,,,,,,2712,12749
usk.27.3a45b6a7-912b,2019,https://doi.org/10.17895/ices.advice.4823,https://asd.ices.dk/viewAdvice/2713,Advice,11/06/2019,01/01/2020,31/12/2021,8627,,,,,,t,ICES advises that when the precautionary approach is applied; catches should be no more than 8627 tonnes in each of the years 2020 and 2021.,PA,Catches,,3.2,,,,,,2713,12766
whb.27.1-91214,2019,https://doi.org/10.17895/ices.advice.4886,https://asd.ices.dk/viewAdvice/2714,Advice,01/10/2019,01/01/2020,31/12/2020,1161615,,,,,,t,ICES advises that when the long-term management strategy agreed by the European Union; the Faroe Islands; Iceland; and Norway is applied; catches in 2020 should be no more than 1 161 615 tonnes.,MSY,Catches,EC,1,,,https://d3b1dqw2kzexi.cloudfront.net/media/8742/agreed-record-blue-whiting-2017.pdf,European Union -  the Faroe Islands -  Iceland and Norway,http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2016/WKBWMS/WKBWMS%20report%202016.pdf,2714,13090
aru.27.5a14,2018,https://doi.org/10.17895/ices.pub.4404,https://asd.ices.dk/viewAdvice/2715,Advice,13/06/2018,01/01/2019,31/12/2019,7603,,,,,,t,"ICES advises that when the precautionary approach is applied; catches should be no more than 7603 tonnes in 2019. ",PA,Catches,Iceland,3.3,,,,,,2715,9503
bli.27.5a14,2018,https://doi.org/10.17895/ices.pub.4407,https://asd.ices.dk/viewAdvice/2716,Advice,13/06/2018,01/01/2019,31/12/2019,1520,,,,,,t,ICES advises that when the precautionary approach is applied; catches in 2019 should be no more than 1520 tonnes. All catches are assumed to be landed.,PA,Catches,Iceland~NEAFC~EC,3.3,,,,,,2716,9896
her.27.1-24a514a,2018,https://doi.org/10.17895/ices.pub.4568,https://asd.ices.dk/viewAdvice/2717,Advice,22/10/2018,01/01/2019,31/12/2019,588562,,,,,,t,ICES advises that when the long-term management strategy agreed by the European Union; the Faroe Islands; Iceland; Norway; and Russia is applied; catches in 2019 should be no more than 588 562 tonnes.,MP,Catches,EC,1,,,See Annex 9.3.11.1http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2014/2014/her-noss.pdf,EU -  Faroe Islands -  Iceland -  Norway -  and Russia,,2717,10100
lin.27.5a,2018,https://doi.org/10.17895/ices.pub.4406,https://asd.ices.dk/viewAdvice/2718,Advice,13/06/2018,01/09/2018,31/08/2019,6255,,,,,,t,ICES advises that when the Icelandic management plan is applied; catches in the fishing year 1 September 2018 to 31 August 2019 should be no more than 6255 tonnes.,MP,Catches,Iceland,1,,,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/Iceland.2017.09.pdf,The Icelandic Ministry of Industries and Innovation’s fisheries management plan for Icelandic ling has been evaluated by ICES (ICES -  2017).,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/Special_requests/Iceland.2017.09.pdf,2718,9543
mac.27.nea,2018,https://doi.org/10.17895/ices.pub.4537,https://asd.ices.dk/viewAdvice/2719,Advice,28/09/2018,01/01/2019,31/12/2019,318403,,,,,,t,ICES advises that when the MSY approach is applied; catches in 2019 should be no more than 318 403 tonnes.,MSY,Catches,EC,1,,,,,,2719,10444
whb.27.1-91214,2018,https://doi.org/10.17895/ices.pub.4536,https://asd.ices.dk/viewAdvice/2720,Advice,28/09/2018,01/01/2019,31/12/2019,1143629,,,,,,t,ICES advises that when the long term management strategy agreed by the European Union; the Faroe Islands; Iceland; and Norway is applied; catches in 2019 should be no more than 1 143 629 tonnes.,MSY,Catches,EC,1,,,https://d3b1dqw2kzexi.cloudfront.net/media/8742/agreed-record-blue-whiting-2017.pdf,European Union -  the Faroe Islands -  Iceland and Norway,http://ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2016/WKBWMS/WKBWMS%20report%202016.pdf,2720,10099
aru.27.123a4,2017,https://doi.org/10.17895/ices.pub.3015,https://asd.ices.dk/viewAdvice/2721,Advice,07/06/2017,01/01/2018,31/12/2019,15656,,,,,,t,"ICES advises that when the precautionary approach is applied; catches should be no more than 15 656 tonnes in each of the years 2018 and 2019. All catches are assumed to be landed.                                                                                                                                                                                                                              ",PA,Catches,,3.2,,,,,,2721,8518
aru.27.5a14,2017,https://doi.org/10.17895/ices.pub.3039,https://asd.ices.dk/viewAdvice/2722,Advice,07/06/2017,01/01/2018,31/12/2018,9310,,,,,,t,"ICES advises that when the precautionary approach is applied; catches should be no more than 9310 tonnes in 2018. All catches are assumed to be landed.                                                                                                                                                                                                                                 ",PA,Catches,Iceland,3.3,,,,,,2722,8491
aru.27.5b6a,2017,https://doi.org/10.17895/ices.pub.3040,https://asd.ices.dk/viewAdvice/2723,Advice,07/06/2017,01/01/2018,31/12/2019,12036,,,,,,t,ICES advises that when the precautionary approach is applied; landings should be no more than 12 036 tonnes in each of the years 2018 and 2019. Discarding is known to take place; but ICES cannot quantify the corresponding catches.,PA,Landings,EC,3.2,,,,,,2723,8469
aru.27.6b7-1012,2017,https://doi.org/10.17895/ices.pub.3045,https://asd.ices.dk/viewAdvice/2724,Advice,07/06/2017,01/01/2018,31/12/2019,14,,,,,,t,"ICES advises that when the precautionary approach is applied; landings should be no more than 14 tonnes in each of the years 2018 and 2019. Discarding is known to take place; but ICES cannot quantify the corresponding catches.                                                                                                                                                                                                                                           ",PA,Landings,,3.2,,,,,,2724,8484
bli.27.5a14,2017,https://doi.org/10.17895/ices.pub.3054,https://asd.ices.dk/viewAdvice/2725,Advice,07/06/2017,01/01/2018,31/12/2018,1957,,,,,,t,"ICES advises that when the precautionary approach is applied; catches in 2018 should be no more than 1957 tonnes. All catches are assumed to be landed.                                                                                                                                                                                                                                             ",PA,Catches,Iceland~NEAFC~EC,3.3,,,,,,2725,8857
bli.27.nea,2017,https://doi.org/10.17895/ices.pub.3056,https://asd.ices.dk/viewAdvice/2726,Advice,07/06/2017,01/01/2018,31/12/2019,0,,,,,,t,"ICES advises that when the precautionary approach is applied; there should be zero catches in each of the years 2018 and 2019. This advice is unlikely to change until the scientific information is sufficient to assess the status of the stock. Closed areas to protect spawning should be maintained.                                                                                                                                                                                                                                   ",PA,Catches,,5.3,,,,,,2726,8828
